openalexid,value,key
W4298046671,"['AI', 'deep learning']",Predictive AI
W4221000224,"['Neural Network', 'Random Forest']",Predictive AI
W4210486528,"['data cleaning', 'data preprocessing', 'data augmentation techniques']",Data-Centric AI
W4281252980,"['spatiotemporal variations', 'rainfall', 'water yield', 'Aridity Index (AI)', 'Krishna River Basin']",Predictive AI
W4366725774,[],Other
W4211171952,"['machine learning models', 'biodiversity management']",Decision-Support AI
W4297816835,[],Other
W4296841581,"['attention gates', 'residual units', 'deep supervision part']",Data-Centric AI
W4293072941,N/A,N/A
W4214942018,"['machine learning methods', 'soil properties prediction', 'model performance comparison', 'multi-output models']",Predictive AI
W4289137741,"['agricultural yield', 'pest attack monitoring', 'water management', 'seed management', 'crop rotation', 'harvesting conditions', 'nutrition management', 'reduced waste']",Decision-Support AI
W4304208113,"['machine learning models', 'estimation', 'prediction']",Predictive AI
W4284666622,"['agent-based modelling', 'water resource management', 'urban water sustainability']",Other
W4220946839,"['Analytical Hierarchy Process', 'Shannon Entropy method']",Decision-Support AI
W4206911271,"['multi-label classification', 'traditional classifiers', 'neural network-based classifiers', 'BERT pre-trained model']",Data-Centric AI
W4312703848,"['Deep Learning Segmentation', 'Classification']",Data-Centric AI
W4221079192,"['deep learning methods', 'disaster-related social media messages', 'relevant messages', 'DisDSS 2.0']",Decision-Support AI
W4320024056,"['Supervised learning', 'class balanced and imbalanced data', 'noisy labeled dataset', 'weak supervision', 'machine learning models', 'silver standard dataset', 'ground truth labels', 'natural disasters application', 'social media sources']",Data-Centric AI
W4285287377,"['Internet of Things', 'Artificial Intelligence']",Data-Centric AI
W4282980540,"['Deep learning', 'Machine learning', 'Computer vision', 'Preprocessing', 'Mobile applications']",Data-Centric AI
W4281731397,"['IoT', 'Monitoring Systems']",Data-Centric AI
W4283651449,"['Random Forests', 'IoT sensor analytics', 'Grid-based applications', 'API capabilities', 'S3 support', 'Synthetic data creation (GANs)', 'Anomaly detection (autoencoder-based)']",Data-Centric AI
W4287884840,N/A,N/A
W4294069570,"['RGB satellite images', 'near-infrared (nIR) satellite images', 'flood regions']",Data-Centric AI
W4312867473,"['IoT sensing', 'dynamic perception adjustment mechanism in the sensing operations']",Data-Centric AI
W4296128965,"['machine learning', 'deep learning', 'evapotranspiration', 'weather data', 'model performance']",Predictive AI
W4311921002,"['IoT enabled sensors', 'Time Series Forecasting']",Predictive AI
W4313054083,"['machine learning', 'agricultural productivity', 'image processing', 'time-series forecasting', 'risk modeling']",Decision-Support AI
W4313562700,"['deep learning (DL)', 'image-based pre- and post-conditional probability learning (IP2CL)', 'pixel-wise semantic segmentation', 'patch-based global damage classification']",Data-Centric AI
W4309862297,"['Deep Learning (DL)', 'Super Resolution (SR)', 'Transpose Convolutional Neural Networks (TCNs)', 'Deconvolutional Neural Networks (DCNs)', 'U-Net', 'Conditional GANs']",Data-Centric AI
W4386159115,"['neural networks', 'fish species prediction']",Predictive AI
W4313562568,"['smartphone app', 'soil structure analysis', 'database of soil images', 'computer vision-based artificial intelligence']",Decision-Support AI
W4312544114,['RNN/LSTM'],Predictive AI
W4312462015,"['ARIMA', 'Mean Absolute Error (MAE)', 'Mean Squared Error (MSE)', 'Root Mean Squared Error (RMSE)', 'R 2']",Predictive AI
W4220665499,"['machine learning', 'random forest models', 'daily climatic data', 'time series data', 'spatial information', 'predict crop yield failure probabilities', 'permutation feature importances', 'sequential feature selection']",Predictive AI
W4361792332,['wildfire prediction'],Decision-Support AI
W4225962002,"['machine learning', 'simulation of CO2 residue', 'meteorological parameters', 'El Niño index', 'sea surface temperature', 'normalized difference vegetation index']",Data-Centric AI
W4210430152,[],Other
W4281637687,['remote sensing'],Decision-Support AI
W4285818900,[],Data-Centric AI
W4293234895,"['Synthetic aperture radar (SAR)', 'Satellite cloud images', 'Neural network', 'Feature extraction', 'Manual labeling']",Data-Centric AI
W4297021440,"['ResNet', 'image analysis']",Predictive AI
W4307285652,N/A,N/A
W4285152718,[],Other
W4285181725,"['RNN', 'Keras', 'Core ML', 'iOS-based mobile applications', 'Prediction models']",Predictive AI
W4220839597,"['machine learning technique', 'Sentinel-2 satellite data']",Decision-Support AI
W4312675662,"['Vision Transformer', 'SAR interferograms']",Data-Centric AI
W4205864967,"['RandomForest', 'Sentinel-1', 'Sentinel-2', 'ALOS-PALSAR']",Data-Centric AI
W4312679669,N/A,N/A
W4309541370,"['machine learning technique', 'environmental stable isotopes (so called ‘isoscapes’)']",Data-Centric AI
W4220846040,"['deep learning', 'spatio-temporal data', 'convolutional architectures', 'attention mechanisms', 'GANs', 'Normalizing Flows (NFs)', 'supervised and unsupervised training', 'satellite imagery preprocessing', 'Earth System Data Cube', 'Sentinel-2 data cubes']",Data-Centric AI
W4288056473,N/A,N/A
W4225783328,"['machine learning model', 'satellite remote sensing']",Decision-Support AI
W4313130376,"['Frequency Ratio model', 'Information Value model']",Predictive AI
W4310502305,"['deep learning network architecture', 'satellite imagery', 'data augmentation', 'training datasets', 'testing datasets', 'segmentation', 'labeling']",Data-Centric AI
W4312579719,"['Deep learning', 'PolSAR data', 'Six-component scattering matrix']",Predictive AI
W4384917401,"['Deep Learning model', 'real-time monitoring']",Data-Centric AI
W4282599399,"['LSTM', '1-dimensional convolutional neural network LSTM']",Predictive AI
W4297829257,"['Deep learning', 'water body classification', 'EffNet-B7', 'EffNet-B0', 'GoogLeNet', 'ShuffleNet V2×1.0']",Predictive AI
W4309183699,N/A,N/A
W4210437495,"['random effect models', 'least absolute shrinkage and selection regression']",Predictive AI
W4295709032,N/A,N/A
W4212820687,"['multispectral remote sensing', 'Landsat images', 'land-use classification', 'population maps', 'random forest machine learning classifier']",Data-Centric AI
W4298145852,"['principal component analysis', 'convolutional neural networks']",Predictive AI
W4283653669,"['Digital Twins of Earth', 'Earth system modeling', 'Climate processes modeling']",Data-Centric AI
W4220711164,"['Deep Learning', 'CNNs', 'semi-supervised learning', 'datasets']",Data-Centric AI
W4312572685,"['U-Net', 'FCN', 'SegNet']",Predictive AI
W4295128395,"['deep learning', 'convolutional neural networks (CNNs)', 'image classification']",Predictive AI
W4297627545,"['machine learning', 'remote sensing', 'prediction models']",Predictive AI
W4220716571,"['GNN', 'satellite communication data']",Data-Centric AI
W4297007333,"['MWD-NARX', 'NARX', 'Coefficient R²']",Predictive AI
W4220947679,"['LSTM', 'time-series forecasting']",Predictive AI
W4285207307,"['Artificial Neural Network (ANN)', 'Random Forest', 'SHAP']",Predictive AI
W4283772375,"['convolutional neural networks (CNNs)', 'change transformer model', 'satellite imagery']",Data-Centric AI
W4313118451,"['CNN', 'YOLO model', 'stereo vision', 'epipolar geometry', 'Wireless Sensor Network']",Data-Centric AI
W4220818495,N/A,N/A
W4220981580,"['ADAM platform', 'neural network']",Predictive AI
W4292771506,"['Bayesian Deep Learning', 'Willingness to Pay', 'Contingent Valuation']",Decision-Support AI
W4313418553,N/A,N/A
W4220733264,"['UNet', 'encoder-decoder CNN']",Data-Centric AI
W4320506585,['deep learning'],Decision-Support AI
W4385323070,"['3DCNN', '2DCNN', 'BiGRU']",Data-Centric AI
W4221099656,"['airborne laser scanning', 'deep neural network']",Data-Centric AI
W4221019493,"['big data strategies', 'machine learning', 'IoT sensor analytics']",Data-Centric AI
W4312929032,"['Local Maximum Mean Discrepancy (LMMD)', 'Deep learning', 'Cross-domain scene classification', 'Convolutional neural networks (CNNs)']",Predictive AI
W4220988829,['CNN'],Predictive AI
W4214911642,"['IoT sensor analytics', 'network intrusion detection', 'monitoring systems']",Data-Centric AI
W4313326618,"['IoT sensor analytics', 'LSTM-based']",Data-Centric AI
W4220705353,"['GANs', 'Convolutional Neural Networks (CNN)', 'Image-to-Image Translation']",Data-Centric AI
W4220890078,"['convolutional neural network', 'feature map visualisation', 'backward optimisation', 'layer-wise relevance propagation']",Data-Centric AI
W4295860499,"['ANN-PR', 'DIN patterns', 'Spatial feature datasets', 'Seasonal partitioning', 'Flow partitioning']",Data-Centric AI
W4283646210,"['machine learning methods', 'heatwaves', 'Random Forest']",Predictive AI
W4285110196,[],Decision-Support AI
W4220828689,"['GANs', 'CNNs']",Data-Centric AI
W4220781395,"['Neural-Network-based Explainable AI', 'Historical simulations (1850-2006)', 'SSTAs', 'Heat waves']",Predictive AI
W4221110704,"['artificial neural network', 'soil moisture assessment', 'climate reanalysis forcings', 'remote sensing data']",Predictive AI
W4312994307,"['NNsm', 'remote sensing', 'artificial neural networks', 'soil moisture product']",Data-Centric AI
W4312796711,"['Earth System modeling', 'Complex systems modeling', 'Transdisciplinarity', 'Digital Twin of the Planet']",Decision-Support AI
W4388452976,"['deep learning', 'geospatial data processing', 'IoT sensing', 'high-resolution geospatial data', 'urban planning', 'health data analysis', 'climate change', 'natural disaster handling', 'earth surface monitoring']",Decision-Support AI
W4220855932,"['image-to-image translation networks', 'GCM bias correction', 'unsupervised neural network architecture']",Data-Centric AI
W4312862728,"['IoT sensor analytics', 'machine learning', 'digital technology']",Data-Centric AI
W4220982823,['neural network'],Data-Centric AI
W4220732416,"['CNN', 'Satellite imagery preprocessing with CNNs']",Data-Centric AI
W4225934569,"['FSRCNN', 'convolutional neural network (CNN)', 'climate simulations', 'high-resolution model output']",Data-Centric AI
W4220953422,"['Convolutional Neural Networks', 'Acoustic datasets']",Data-Centric AI
W4281556145,"['self-supervised learning', 'disaster image recognition']",Decision-Support AI
W4220652974,"['artificial neural networks', 'data enhancement']",Data-Centric AI
W4312991157,{'Subcategories': ['Data Generation']},Data-Centric AI
W4296250784,"['CanESM2', 'Artificial Neural Network', 'CE-QUAL-W2']",Predictive AI
W4220934858,"['CFD physics-based models', 'surrogate machine learning models', 'artificial neural networks', 'spectral power analysis', 'predictive variables']",Other
W4220806401,['AI'],Decision-Support AI
W4226304580,"['Neural Network classifier', 'Multilayer Perceptron', 'Satellite imagery processing']",Predictive AI
W4285012075,"['IoT sensor analytics', 'computer vision', 'machine learning-based damage diagnostic', 'Holistic Resilience Assessment Platform', 'end-to-end simulation environment', 'what-if impact/risk/resilience assessment scenarios']",Decision-Support AI
W4220829435,"['Machine Learning techniques', 'Neural procedure', 'If-Then relationships']",Predictive AI
W4220956608,"['Logistic Regression', 'Neural Networks', 'Random Forest', 'Risk Modeling', 'Time-Series Forecasting']",Predictive AI
W4220880470,N/A,N/A
W4313428720,"['Green New Deal', 'legislative policy', 'environmental law policy']",Decision-Support AI
W4283641054,"['Gaussian processes', 'Random forests', 'Machine learning parametrization']",Data-Centric AI
W4405308152,"['blockchain', 'artificial intelligence (AI)', 'IoT']",Data-Centric AI
W4302287998,N/A,N/A
W4297237325,"['probabilistic deep learning model', 'water storage anomalies (TWSA)', 'uncertainty intervals']",Predictive AI
W4362680935,['Loss Function'],Predictive AI
W4283660892,[],Other
W4400306232,"['disease detection', 'yield prediction', 'species management', 'water management', 'weed identification', 'increased productivity']",Decision-Support AI
W4205559158,['Geospatial artificial intelligence'],Data-Centric AI
W4402099913,['predictive analytics'],Predictive AI
W4220907542,"['Support Vector Machine (SVM)', 'GPS ionospheric TEC pre-processed time series estimations']",Predictive AI
W4296830562,[],Other
W4220882222,"['logistic regression', 'support vector machine', 'discriminant analysis', 'decision trees', 'nearest neighbours']",Predictive AI
W4286632051,"['deep learning', 'neural networks', 'transfer learning', 'LinkNet architecture', 'EfficientNetB3 encoder', 'satellite imagery preprocessing']",Data-Centric AI
W4292387573,"['support vector machine', 'random forest', 'feed-forward neural network']",Predictive AI
W4327500866,[],Data-Centric AI
W4220829890,['machine learning'],Predictive AI
W4206212450,"['Social Sensing', 'Machine Learning']",Data-Centric AI
W4292387642,"['machine learning methods', 'rain event classification']",Predictive AI
W4312427075,[],Data-Centric AI
W4220668695,"['neural networks', 'radar reflectivity', 'cloud vertical distribution']",Data-Centric AI
W4328027790,"['IoT sensor analytics', 'deep learning']",Data-Centric AI
W4220753083,"['machine learning model', 'MODIS satellite observations']",Data-Centric AI
W4221091189,['AI for Environment and Sustainability'],Decision-Support AI
W4285683281,"['artificial intelligence', 'neuro network', 'risk assessment methodology']",Predictive AI
W4283661545,"['Machine learning', 'ERA5 reanalysis data', 'CESM simulations']",Predictive AI
W4312344271,N/A,N/A
